_id,school_id,school_name,county_fips,school_county,school_city,longitude,latitude,student_total_cases,teacher_total_cases,staff_total_cases,submission_status
21,0071,DEER RIDGE ELEMENTARY,18003,ALLEN,FORT WAYNE,-85.2746692500000023073880583979189395904541015625,41.0706191900000021632877178490161895751953125,<5,0.0,<5,One or more reported cases
22,0072,COVINGTON ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.312122049999999262581695802509784698486328125,41.06102005999999704499714425764977931976318359375,0.0,0.0,0.0,No reported cases
23,0079,MAPLE CREEK MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.1367595399999999017381924204528331756591796875,41.1999396599999982981898938305675983428955078125,11.0,0.0,<5,One or more reported cases
24,0081,HERITAGE JR/SR HIGH SCHOOL,18003,ALLEN,MONROEVILLE,-84.9612365800000048920992412604391574859619140625,40.97787588999999996985934558324515819549560546875,<5,0.0,0.0,One or more reported cases
25,0083,NEW HAVEN PRIMARY SCHOOL,18003,ALLEN,NEW HAVEN,-85.0067318800000037981590139679610729217529296875,41.0617053400000031615491025149822235107421875,0.0,0.0,0.0,No reported cases
26,0087,HICKORY CENTER ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1944804900000036695928429253399372100830078125,41.1843551700000034543336369097232818603515625,<5,<5,0.0,One or more reported cases
27,0089,HUNTERTOWN ELEMENTARY SCHOOL,18003,ALLEN,HUNTERTOWN,-85.1719448399999947696414892561733722686767578125,41.22465552999999971461875247769057750701904296875,0.0,0.0,0.0,No reported cases
28,0090,CARROLL MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.1965432599999985541217029094696044921875,41.20584237999999999146893969736993312835693359375,<5,<5,<5,One or more reported cases
29,0091,CARROLL HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.1924758800000034852928365580737590789794921875,41.19064216000000300255123875103890895843505859375,19.0,<5,<5,One or more reported cases
30,0092,PERRY HILL ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.135525069999999914216459728777408599853515625,41.20454253999999849611413083039224147796630859375,0.0,0.0,0.0,No reported cases
31,0094,OAK VIEW ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1372862700000041513703763484954833984375,41.20488524000000296609869110397994518280029296875,0.0,0.0,0.0,No reported cases
32,0095,CEDAR CANYON ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1339093499999961522917146794497966766357421875,41.22252716999999933022991172038018703460693359375,6.0,0.0,0.0,One or more reported cases
33,0096,EEL RIVER ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.191985130000006165573722682893276214599609375,41.1997664299999968307020026259124279022216796875,0.0,0.0,0.0,No reported cases
34,0101,NORTH SIDE HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.1358079999999972642399370670318603515625,41.09687301000000303474735119380056858062744140625,<5,<5,<5,One or more reported cases
35,0102,R NELSON SNIDER HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.0821934199999958536864141933619976043701171875,41.1087089800000029526927391998469829559326171875,14.0,0.0,0.0,One or more reported cases
36,0105,SOUTH SIDE HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.1369451000000054818883654661476612091064453125,41.05327707000000003745299181900918483734130859375,7.0,<5,0.0,One or more reported cases
37,0107,BLACKHAWK MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.050592609999995374892023392021656036376953125,41.1060126699999983657107804901897907257080078125,<5,0.0,<5,One or more reported cases
38,0108,IMPACT ACADEMY,18097,MARION,INDIANAPOLIS,-86.21772516999999425024725496768951416015625,39.77153028000000034580807550810277462005615234375,0.0,0.0,0.0,School has not reported
39,0109,THRIVAL ACADEMY,18097,MARION,INDIANAPOLIS,-86.134917610000002241577021777629852294921875,39.77623899000000307069058180786669254302978515625,0.0,0.0,0.0,School has not reported
40,0118,JEFF H TOWLES INTERMEDIATE SCHOOL,18003,ALLEN,FORT WAYNE,-85.129551689999999553037923760712146759033203125,41.031547410000001718799467198550701141357421875,<5,<5,<5,One or more reported cases
41,0119,JEFFERSON MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.02373760000000402214936912059783935546875,41.13101877999999800294972374103963375091552734375,<5,0.0,<5,One or more reported cases
42,0121,KEKIONGA MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.1761820800000037934296415187418460845947265625,41.04560519000000340383849106729030609130859375,<5,0.0,0.0,One or more reported cases
43,0125,LAKESIDE MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.11124284999999645151547156274318695068359375,41.0895610500000003639797796495258808135986328125,0.0,0.0,0.0,No reported cases
44,0126,LANE MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.0787037900000058243676903657615184783935546875,41.1054856100000023388929548673331737518310546875,<5,0.0,0.0,One or more reported cases
45,0127,MEMORIAL PARK MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.109305919999997058766894042491912841796875,41.07551320999999688865500502288341522216796875,7.0,<5,<5,One or more reported cases
46,0128,MIAMI MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.1641123800000059418380260467529296875,41.0107341399999967279654811136424541473388671875,0.0,<5,<5,One or more reported cases
47,0129,NORTHWOOD MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.1254712300000022651147446595132350921630859375,41.13345489000000299029125017113983631134033203125,<5,0.0,0.0,One or more reported cases
48,0133,PORTAGE MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.18726791000000275744241662323474884033203125,41.067164329999997107734088785946369171142578125,<5,0.0,0.0,One or more reported cases
49,0134,WEISSER PARK ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1241802400000011630254448391497135162353515625,41.0575242000000031339368433691561222076416015625,<5,<5,0.0,One or more reported cases
50,0136,FAIRFIELD ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1447616100000033156902645714581012725830078125,41.05910700999999818350261193700134754180908203125,<5,<5,0.0,One or more reported cases
51,0137,MERLE J ABBETT ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.12141425999999455598299391567707061767578125,41.0449853799999999637293512932956218719482421875,<5,0.0,<5,One or more reported cases
52,0139,PARAMOUNT COTTAGE HOME,18097,MARION,INDIANAPOLIS,-86.1367761999999999034116626717150211334228515625,39.77733070000000026311681722290813922882080078125,0.0,0.0,0.0,No reported cases
53,0141,ADAMS ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0994439699999958293119561858475208282470703125,41.068583050000000866930349729955196380615234375,<5,0.0,<5,One or more reported cases
54,0149,BLOOMINGDALE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.147911109999995460384525358676910400390625,41.0861622099999976853723637759685516357421875,<5,<5,0.0,One or more reported cases
55,0151,BUNCHE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1224979800000056684439186938107013702392578125,41.06620206000000194990207091905176639556884765625,0.0,0.0,0.0,No reported cases
56,0153,BRENTWOOD ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.092277730000006386035238392651081085205078125,41.09942095000000250593075179494917392730712890625,<5,0.0,0.0,One or more reported cases
57,0154,FRED H CRONINGER ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0536655399999972360092215240001678466796875,41.1133047000000004800313035957515239715576171875,<5,<5,<5,One or more reported cases
58,0157,FOREST PARK ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.12072492999999440144165419042110443115234375,41.09414480000000224890754907391965389251708984375,<5,0.0,0.0,One or more reported cases
59,0161,FRANKE PARK ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1534106799999932491118670441210269927978515625,41.10224388000000317333615384995937347412109375,0.0,0.0,<5,One or more reported cases
60,0162,GLENWOOD PARK ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0836984499999999798092176206409931182861328125,41.1052758499999981722794473171234130859375,<5,0.0,0.0,One or more reported cases
61,0164,J WILBUR HALEY ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.060228899999998475323081947863101959228515625,41.09850043000000141546479426324367523193359375,0.0,0.0,<5,One or more reported cases
62,0177,WAYNE HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.1377314100000006646951078437268733978271484375,41.00153136000000131389242596924304962158203125,<5,<5,<5,One or more reported cases
63,0178,HARRISON HILL ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1411150400000025229019229300320148468017578125,41.0436366400000025578265194781124591827392578125,<5,<5,0.0,One or more reported cases
64,0186,MABEL K HOLLAND ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1175049200000017890488379634916782379150390625,41.143217980000002853557816706597805023193359375,0.0,0.0,<5,One or more reported cases
65,0189,INDIAN VILLAGE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1754927399999957060572342015802860260009765625,41.050315159999996694750734604895114898681640625,<5,0.0,<5,One or more reported cases
66,0193,JOHN S IRWIN ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.113402460000003202367224730551242828369140625,41.0530391799999989643765729852020740509033203125,0.0,0.0,<5,One or more reported cases
67,0197,LINDLEY ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1897318500000011454176274128258228302001953125,41.06423760999999927889803075231611728668212890625,0.0,0.0,0.0,No reported cases
68,0205,MAPLEWOOD ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1647833399999996117912814952433109283447265625,41.01412509000000028436261345632374286651611328125,<5,0.0,0.0,One or more reported cases
69,0209,WILLARD SHAMBAUGH ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0727672000000012531018001027405261993408203125,41.15386835999999703972207498736679553985595703125,<5,<5,<5,One or more reported cases
70,0217,NORTHCREST ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1310913399999975581522448919713497161865234375,41.126512120000001004882506094872951507568359375,0.0,0.0,0.0,No reported cases
71,0219,NORTHROP HIGH SCHOOL,18003,ALLEN,FORT WAYNE,-85.1366035100000004831599653698503971099853515625,41.14503232999999937646862235851585865020751953125,11.0,0.0,<5,One or more reported cases
72,0221,FRANCIS M PRICE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.169656489999994164463714696466922760009765625,41.09572392999999834728441783227026462554931640625,<5,0.0,0.0,One or more reported cases
73,0233,SAINT JOSEPH CENTRAL SCHOOL,18003,ALLEN,FORT WAYNE,-85.06094527999999854728230275213718414306640625,41.13516819000000168671249412000179290771484375,<5,0.0,<5,One or more reported cases
74,0239,ROBERT C HARRIS ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0849019500000025573172024451196193695068359375,41.12571956000000028552676667459309101104736328125,0.0,0.0,0.0,No reported cases
75,0240,SHAWNEE MIDDLE SCHOOL,18003,ALLEN,FORT WAYNE,-85.127379660000002559172571636736392974853515625,41.1474932699999982332883519120514392852783203125,<5,<5,0.0,One or more reported cases
76,0241,WHITNEY M YOUNG EARLY CHILDHOOD,18003,ALLEN,FORT WAYNE,-85.1228981000000004542016540654003620147705078125,41.06001816999999931567799649201333522796630859375,<5,<5,0.0,One or more reported cases
77,0242,SMITH ACADEMY FOR EXCELLENCE,18003,ALLEN,FORT WAYNE,-85.1488980099999963613299769349396228790283203125,41.075596120000000155414454638957977294921875,0.0,0.0,0.0,No reported cases
78,0249,LEVAN R SCOTT ACADEMY,18003,ALLEN,FORT WAYNE,-85.1236908199999930957346805371344089508056640625,41.03661036999999822683093952946364879608154296875,0.0,0.0,<5,One or more reported cases
79,0253,SOUTH WAYNE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.148297729999995908656273968517780303955078125,41.05790164999999802830643602646887302398681640625,0.0,0.0,0.0,No reported cases
80,0257,STUDY ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1654379200000022365202312357723712921142578125,41.06280584000000288824594463221728801727294921875,0.0,0.0,0.0,No reported cases
81,0265,WASHINGTON ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.15221198000000413230736739933490753173828125,41.07497405000000156860551214776933193206787109375,0.0,0.0,<5,One or more reported cases
82,0269,WASHINGTON CENTER ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1701804900000070119858719408512115478515625,41.1612654300000002649539965204894542694091796875,0.0,0.0,0.0,No reported cases
83,0270,LINCOLN ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.1289354799999955503153614699840545654296875,41.14772626999999971530996845103800296783447265625,<5,<5,0.0,One or more reported cases
84,0273,WAYNEDALE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.17382481999999299659975804388523101806640625,41.01691684000000037713107303716242313385009765625,0.0,0.0,0.0,No reported cases
85,0275,ARLINGTON ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0381516700000048558649723418056964874267578125,41.135502889999997933045960962772369384765625,<5,0.0,0.0,One or more reported cases
86,0281,HERITAGE ELEMENTARY SCHOOL,18003,ALLEN,MONROEVILLE,-84.95984552999999550593202002346515655517578125,40.9750560100000029706279747188091278076171875,<5,6.0,<5,One or more reported cases
87,0285,WOODLAN JR/SR HIGH SCHOOL,18003,ALLEN,WOODBURN,-84.9176005700000047227149480022490024566650390625,41.1236583999999965044480632059276103973388671875,6.0,<5,0.0,One or more reported cases
88,0291,CEDARVILLE ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.0471968599999996740734786726534366607666015625,41.19679929000000129235559143126010894775390625,<5,0.0,<5,One or more reported cases
89,0294,PAUL HARDING JR HIGH SCHOOL,18003,ALLEN,FT WAYNE,-85.0763033500000034337062970735132694244384765625,41.02671776999999764257154311053454875946044921875,<5,0.0,0.0,One or more reported cases
90,0297,NEW HAVEN JR/SR HIGH SCHOOL,18003,ALLEN,NEW HAVEN,-85.012063659999995479665813036262989044189453125,41.0645340800000013814496924169361591339111328125,6.0,0.0,0.0,One or more reported cases
91,0305,NEW HAVEN INTERMEDIATE SCHOOL,18003,ALLEN,NEW HAVEN,-85.033098319999993464080034755170345306396484375,41.0640257499999989931893651373684406280517578125,0.0,0.0,0.0,No reported cases
92,0310,SOUTHWICK ELEMENTARY SCHOOL,18003,ALLEN,FORT WAYNE,-85.07761171999999305626261048018932342529296875,41.0267329699999976355684339068830013275146484375,<5,<5,0.0,One or more reported cases
93,0323,WOODLAN ELEMENTARY SCHOOL,18003,ALLEN,WOODBURN,-84.920420809999995981343090534210205078125,41.12365687999999863677658140659332275390625,<5,<5,<5,One or more reported cases
94,0328,CLIFTY CREEK ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.8672437599999938129258225671947002410888671875,39.2073900099999974599995766766369342803955078125,<5,<5,<5,One or more reported cases
95,0346,CSA LINCOLN CAMPUS,18005,BARTHOLOMEW,COLUMBUS,-85.9158257200000008424467523582279682159423828125,39.2037220899999994117024471051990985870361328125,<5,0.0,0.0,One or more reported cases
96,0353,MOUNT HEALTHY ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-86.0352706000000040376107790507376194000244140625,39.091269740000001320368028245866298675537109375,<5,0.0,<5,One or more reported cases
97,0357,PARKSIDE ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.9097691500000024689143174327909946441650390625,39.24178006999999723802829976193606853485107421875,0.0,0.0,<5,One or more reported cases
98,0363,W D RICHARDS ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.8699385099999972226214595139026641845703125,39.23402277999999654412022209726274013519287109375,<5,0.0,0.0,One or more reported cases
99,0366,ROCKCREEK ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.7805913199999992002631188370287418365478515625,39.17431015999999743826265330426394939422607421875,0.0,0.0,0.0,No reported cases
100,0369,LILLIAN SCHMITT ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.9141790299999996705082594417035579681396484375,39.2265373299999993150777299888432025909423828125,0.0,0.0,0.0,No reported cases
101,0371,L F SMITH ELEMENTARY,18005,BARTHOLOMEW,COLUMBUS,-85.8705871599999994714380591176450252532958984375,39.2203718100000031654417398385703563690185546875,<5,<5,<5,One or more reported cases
102,0375,CSA FODREA CAMPUS,18005,BARTHOLOMEW,COLUMBUS,-85.8924888899999956493047648109495639801025390625,39.19527231000000000449290382675826549530029296875,0.0,<5,0.0,One or more reported cases
103,0377,TAYLORSVILLE ELEMENTARY SCHOOL,18005,BARTHOLOMEW,TAYLORSVILLE,-85.9482737999999955036400933749973773956298828125,39.2982702999999986559487297199666500091552734375,<5,0.0,<5,One or more reported cases
104,0390,CENTRAL MIDDLE SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.917240759999998545026755891740322113037109375,39.20521124999999784677129355259239673614501953125,0.0,0.0,0.0,No reported cases
105,0392,SOUTHSIDE ELEMENTARY SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.9377049900000002935485099442303180694580078125,39.1724243999999970355929690413177013397216796875,0.0,0.0,<5,One or more reported cases
106,0394,EAST ALLEN UNIVERSITY,18003,ALLEN,FORT WAYNE,-85.0763033500000034337062970735132694244384765625,41.02671776999999764257154311053454875946044921875,<5,0.0,0.0,One or more reported cases
107,0395,NORTHSIDE MIDDLE SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.909818000000001347871148027479648590087890625,39.227758829999999079518602229654788970947265625,<5,0.0,0.0,One or more reported cases
108,0397,COLUMBUS NORTH HIGH SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.9102740999999952009602566249668598175048828125,39.2235420399999981100336299277842044830322265625,8.0,0.0,0.0,One or more reported cases
109,0399,COLUMBUS EAST HIGH SCHOOL,18005,BARTHOLOMEW,COLUMBUS,-85.8866937300000046207060222513973712921142578125,39.19454744000000090409230324439704418182373046875,11.0,<5,0.0,One or more reported cases
110,0409,HOPE ELEMENTARY SCHOOL,18005,BARTHOLOMEW,HOPE,-85.77035076999999319014023058116436004638671875,39.2948202099999974734600982628762722015380859375,0.0,0.0,<5,One or more reported cases
111,0410,HAUSER JR/SR HIGH SCHOOL,18005,BARTHOLOMEW,HOPE,-85.69560248999999885199940763413906097412109375,39.2927126299999969205600791610777378082275390625,<5,<5,0.0,One or more reported cases
112,0421,OTTERBEIN ELEMENTARY SCHOOL,18007,BENTON,OTTERBEIN,-87.0978439799999932802165858447551727294921875,40.4907910700000002179876901209354400634765625,0.0,0.0,0.0,No reported cases
113,0433,BOSWELL ELEMENTARY SCHOOL,18007,BENTON,BOSWELL,-87.386163809999999330102582462131977081298828125,40.5170516900000023952088668011128902435302734375,0.0,<5,0.0,One or more reported cases
114,0445,BENTON CENTRAL JR/SR HIGH SCHOOL,18007,BENTON,OXFORD,-87.242620189999996682672644965350627899169921875,40.56410673999999971783836372196674346923828125,<5,<5,0.0,One or more reported cases
115,0446,PRAIRIE CROSSING ELEMENTARY SCHOOL,18007,BENTON,OXFORD,-87.247572730000001683947630226612091064453125,40.56606954000000087035004980862140655517578125,<5,<5,0.0,One or more reported cases
116,0485,MONTPELIER SCHOOL,18009,BLACKFORD,MONTPELIER,-85.2781606199999941964051686227321624755859375,40.551960170000000971413101069629192352294921875,0.0,0.0,0.0,No reported cases
117,0489,BLACKFORD JR/SR HIGH SCHOOL,18009,BLACKFORD,HARTFORD CITY,-85.3716792700000013383032637648284435272216796875,40.48502958000000262472894974052906036376953125,10.0,<5,<5,One or more reported cases
118,0494,BLACKFORD INTERMEDIATE SCHOOL,18009,BLACKFORD,HARTFORD CITY,-85.3636401199999994560130289755761623382568359375,40.46003832000000244306647800840437412261962890625,<5,0.0,0.0,One or more reported cases
119,0501,NORTH SIDE ELEMENTARY SCHOOL,18009,BLACKFORD,HARTFORD CITY,-85.3658726299999983666566549800336360931396484375,40.43818961000000200556314666755497455596923828125,<5,0.0,0.0,One or more reported cases
120,0510,ZIONSVILLE WEST MIDDLE SCHOOL,18011,BOONE,WHITESTOWN,-86.336479330000003074019332416355609893798828125,39.96043498000000226966221816837787628173828125,10.0,0.0,<5,One or more reported cases
121,0511,ZIONSVILLE MIDDLE SCHOOL,18011,BOONE,ZIONSVILLE,-86.2844580600000057302167988382279872894287109375,39.96100256999999800200384925119578838348388671875,9.0,0.0,<5,One or more reported cases
122,0512,ZIONSVILLE COMMUNITY HIGH SCHOOL,18011,BOONE,ZIONSVILLE,-86.2740244200000034879849408753216266632080078125,39.961051429999997708364389836788177490234375,26.0,<5,0.0,One or more reported cases
123,0514,EAGLE ELEMENTARY SCHOOL,18011,BOONE,ZIONSVILLE,-86.2681203300000021272353478707373142242431640625,39.95397899999999680176188121549785137176513671875,<5,0.0,0.0,One or more reported cases
124,0517,ZIONSVILLE PLEASANT VIEW ELEMENTARY SCHOOL,18011,BOONE,ZIONSVILLE,-86.2861444100000056778299040161073207855224609375,39.97187462000000124362486531026661396026611328125,<5,<5,0.0,One or more reported cases
125,0521,GRANVILLE WELLS ELEMENTARY SCHOOL,18011,BOONE,JAMESTOWN,-86.6204072400000057996294344775378704071044921875,39.966177299999998240309651009738445281982421875,<5,0.0,0.0,One or more reported cases
126,0534,PERRY WORTH ELEMENTARY SCHOOL,18011,BOONE,LEBANON,-86.3951222099999966985706123523414134979248046875,39.9973174400000033301694202236831188201904296875,0.0,0.0,0.0,No reported cases
127,0537,THORNTOWN ELEMENTARY SCHOOL,18011,BOONE,THORNTOWN,-86.607951589999998986968421377241611480712890625,40.124448970000003100722096860408782958984375,0.0,0.0,0.0,No reported cases
128,0539,WESTERN BOONE JR/SR HIGH SCHOOL,18011,BOONE,THORNTOWN,-86.6138998699999973496232996694743633270263671875,40.05640290000000192094375961460173130035400390625,7.0,0.0,0.0,One or more reported cases
129,0541,UNION ELEMENTARY SCHOOL,18011,BOONE,ZIONSVILLE,-86.2464387200000004440880729816854000091552734375,39.99972154000000301721229334361851215362548828125,0.0,0.0,0.0,No reported cases
130,0542,STONEGATE ELEMENTARY,18011,BOONE,ZIONSVILLE,-86.330735709999999016872607171535491943359375,39.95542642000000199686837731860578060150146484375,<5,<5,<5,One or more reported cases
131,0544,BOONE MEADOW,18011,BOONE,WHITESTOWN,-86.3439372999999932289938442409038543701171875,39.96041799999999710735210101120173931121826171875,<5,0.0,0.0,One or more reported cases
132,0553,LEBANON SENIOR HIGH SCHOOL,18011,BOONE,LEBANON,-86.4621612600000020165680325590074062347412109375,40.05875360999999656996806152164936065673828125,6.0,0.0,0.0,One or more reported cases
133,0557,LEBANON MIDDLE SCHOOL,18011,BOONE,LEBANON,-86.456952959999995300677255727350711822509765625,40.06245161999999737645339337177574634552001953125,<5,0.0,<5,One or more reported cases
134,0561,CENTRAL ELEMENTARY SCHOOL,18011,BOONE,LEBANON,-86.463541370000001506923581473529338836669921875,40.0499299600000000509680830873548984527587890625,0.0,0.0,0.0,No reported cases
135,0565,HARNEY ELEMENTARY SCHOOL,18011,BOONE,LEBANON,-86.4778388400000039837323129177093505859375,40.05865598999999832585672265850007534027099609375,<5,0.0,0.0,One or more reported cases
136,0569,HATTIE B STOKES ELEMENTARY SCHOOL,18011,BOONE,LEBANON,-86.4559645700000061196988099254667758941650390625,40.03394547999999986132024787366390228271484375,<5,<5,<5,One or more reported cases
137,0571,BROWN COUNTY INTERMEDIATE SCHOOL,18013,BROWN,NASHVILLE,-86.245073120000000699292286299169063568115234375,39.2033054799999973738522385247051715850830078125,<5,0.0,0.0,One or more reported cases
