_id,FUND SOURCE,DESCRIPTION,FEDERAL AWARDING AGENCY,BUSINESS UNIT,STATE AGENCY NAME,AWARD,EXPENSE,REMAINING
46,10025,2020 National Bioterrorism Hospital Preparedness Program - COVID Response Supplemental,US DEPT OF HEALTH & HUMANS SVS,385,IN Dept of Homeland Security,100000.000,0.000,100000.000
47,10025,2020 National Bioterrorism Hospital Preparedness Program - COVID Response Supplemental,US DEPT OF HEALTH & HUMANS SVS,400,IN State Department of Health,2948931.000,133747.000,2815184.000
48,10026,2020 (BJA - CESF) Coronavirus Emergency Supplemental Funding Program,US DEPT OF JUSTICE,32,Criminal Justice Institute,8590030.000,70571.220,8519458.780
49,10026,2020 (BJA - CESF) Coronavirus Emergency Supplemental Funding Program,US DEPT OF JUSTICE,615,Dept of Correction,2500000.000,331987.000,2168013.000
50,10027,2020 Small Business Development Centers CARES Act,US SMALL BUSINESS ADMIN,260,IN Economic Development Corp,2769817.500,142609.480,2627208.020
51,10027,2020 Small Business Development Centers CARES Act,US SMALL BUSINESS ADMIN,260,IN Economic Development Corp,923272.500,145136.130,778136.370
52,10028,2020 TIII-B - Supportive Services - CARES Act (P.L. 116-131) - Older Americans  Act,US DEPT OF HEALTH & HUMANS SVS,498,FSSA Div of Aging,3894022.000,3321410.480,572611.520
53,10029,2020 TIII-C2 - Nutrition Services - CARES Act (P.L. 116-131) - Older Americans Act,US DEPT OF HEALTH & HUMANS SVS,498,FSSA Div of Aging,9345652.000,7202526.920,2143125.080
54,10030,2020 TIII-E - Family Caregiver - CARES Act (P.L. 116-131) - Older Americans Act,US DEPT OF HEALTH & HUMANS SVS,498,FSSA Div of Aging,1907350.000,1217931.190,689418.810
55,10031,2020 TVII - Ombudsman - CARES Act (P.L. 116-131) - Older Americans Act,US DEPT OF HEALTH & HUMANS SVS,498,FSSA Div of Aging,389402.000,20580.050,368821.950
56,10033,2020 The Emergency Food Assistance Program (TEFAP):  Allocation of CARES Act Supplemental Appropriation,US DEPT OF AGRICULTURE,400,IN State Department of Health,1943365.000,1522268.410,421096.590
57,10034,2020 Elementary and Secondary School Emergency Relief Fund,US DEPARTMENT OF EDUCATION,700,Dept of Education,214472770.000,37771814.980,176700955.020
58,10035,2020 Library Services and Technology Act CARES Act State Grant,US INST OF MUSEUM & LIBRY SVS,730,IN State Library,396000.000,70241.560,325758.440
59,10035,2020 Library Services and Technology Act CARES Act State Grant,US INST OF MUSEUM & LIBRY SVS,730,IN State Library,110000.000,0.000,110000.000
60,10035,2020 Library Services and Technology Act CARES Act State Grant,US INST OF MUSEUM & LIBRY SVS,730,IN State Library,102313.000,0.000,102313.000
61,10044,2020 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC),US DEPT OF HEALTH & HUMANS SVS,400,IN State Department of Health,183065473.000,1160767.710,181904705.290
62,10048,2020 Public Assistance-Management Costs FEMA,US FED EMERGENCY MGMT AGENCY,385,IN Dept of Homeland Security,18743143.870,203742.280,18539401.590
63,10048,2020 Public Assistance-Management Costs FEMA,US FED EMERGENCY MGMT AGENCY,385,IN Dept of Homeland Security,694415.200,488661.640,205753.560
64,10071,2020 Crisis Counseling Immediate Services Program,US FED EMERGENCY MGMT AGENCY,410,FSSA Div of Mntl Hlth & Addict,986244.000,922039.780,64204.220
65,10073,2020 Child Care and Development Block Grant,US DEPT OF HEALTH & HUMANS SVS,501,FSSA Early Child Learning,78821955.000,62846792.000,15975163.000
66,10079,2020 Family Violence Prevention and Services/Grants for Battered Women's Shelters_Grants to States and Indian Tribes - (The CARES Act 2020),US DEPT OF HEALTH & HUMANS SVS,32,Criminal Justice Institute,702901.000,53920.780,648980.220
67,10081,2020 COVID19-Rape Prevention and Education: Using the Best Available Evidence,US DEPT OF HEALTH & HUMANS SVS,400,IN State Department of Health,71073.000,0.000,71073.000
68,10085,2020 WIOA National Dislocated Worker Grants / WIA National Emergency Grants (NEGs),US DEPT OF LABOR,510,Dept of Workforce Development,6660000.000,5096.050,6654903.950
69,10099,2020 Indiana ADRC No Wrong Door COVID-19 Relief,US DEPT OF HEALTH & HUMANS SVS,498,FSSA Div of Aging,1105454.000,1465.200,1103988.800
70,10138,2020 Governors Emergency Education Relief Fund,US DEPARTMENT OF EDUCATION,57,Budget Agency,0.000,0.000,0.000
71,10138,2020 Governors Emergency Education Relief Fund,US DEPARTMENT OF EDUCATION,700,Dept of Education,61590954.000,100400.000,61490554.000
72,10139,2020 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC) E. Cross-Cutting Emerging Issues,US DEPT OF HEALTH & HUMANS SVS,400,IN State Department of Health,1694239.000,2774.380,1691464.620
73,10160,2020 COVID Immunization and Vaccines for Children PPPHEA,US DEPT OF HEALTH & HUMANS SVS,400,IN State Department of Health,2317387.000,72154.130,2245232.870
74,10166,2020 The Emergency Food Assistance Program (TEFAP): Admin,US DEPT OF AGRICULTURE,400,IN State Department of Health,2877684.000,1373780.030,1503903.970
75,10214,2020 FEMA Lost Wages Assistance,US DEPT OF HOMELAND SECURITY,510,Dept of Workforce Development,388169376.000,334012800.000,54156576.000
76,10215,2020 Lost Wages Assistance Program to Provide Needed Relief to Americans Admin Costs,US DEPT OF HOMELAND SECURITY,510,Dept of Workforce Development,408266.000,0.000,408266.000
77,10218,2020 RSP - Crisis Counseling Assistance and Training Program,US DEPT OF HEALTH & HUMANS SVS,410,FSSA Div of Mntl Hlth & Addict,3862696.000,136793.440,3725902.560
78,10244,2020 COVID-19 Supplemental Refugee Support Services Q3B allocation,US DEPT OF HEALTH & HUMANS SVS,500,FSSA Div of Family Resources,295000.000,0.000,295000.000
79,10337,2020 Emergency Management Performance Grant Program COVID-19 Supplemental,US DEPT OF HOMELAND SECURITY,385,IN Dept of Homeland Security,1967363.000,0.000,1967363.000
